drug_a_name,drug_b_name,cell,drug1_db,drug2_db,synergy
VISMODEGIB,VANDETANIB,SKMEL28,DB08828,DB05294,5.02
VISMODEGIB,VANDETANIB,HS578T,DB08828,DB05294,7.94
VISMODEGIB,VANDETANIB,SKMEL2,DB08828,DB05294,4.43
VISMODEGIB,VANDETANIB,PC3,DB08828,DB05294,-3.09
VISMODEGIB,VANDETANIB,SKMEL5,DB08828,DB05294,5.2
VISMODEGIB,VANDETANIB,UACC62,DB08828,DB05294,-2.06
VISMODEGIB,VANDETANIB,NCIH522,DB08828,DB05294,-7.43
VISMODEGIB,VANDETANIB,BT549,DB08828,DB05294,1.21
VISMODEGIB,VANDETANIB,T47D,DB08828,DB05294,-4.52
VISMODEGIB,VANDETANIB,UACC257,DB08828,DB05294,1.28
VISMODEGIB,VANDETANIB,U251MG,DB08828,DB05294,-3.14
VISMODEGIB,VANDETANIB,SW620,DB08828,DB05294,0.53
VISMODEGIB,VANDETANIB,SNB19,DB08828,DB05294,-1.05
VISMODEGIB,VANDETANIB,SKOV3,DB08828,DB05294,-5.54
VISMODEGIB,VANDETANIB,SF295,DB08828,DB05294,-1.43
VISMODEGIB,VANDETANIB,RPMI8226,DB08828,DB05294,6.07
VISMODEGIB,VANDETANIB,OVCAR8,DB08828,DB05294,-1.93
VISMODEGIB,VANDETANIB,OVCAR4,DB08828,DB05294,-3.82
VISMODEGIB,VANDETANIB,NCIH460,DB08828,DB05294,-1.89
VISMODEGIB,VANDETANIB,NCIH226,DB08828,DB05294,-3.51
VISMODEGIB,VANDETANIB,NCIH23,DB08828,DB05294,-2.43
VISMODEGIB,VANDETANIB,MOLT4,DB08828,DB05294,8.01
VISMODEGIB,VANDETANIB,MCF7,DB08828,DB05294,-3.17
VISMODEGIB,VANDETANIB,MALME3M,DB08828,DB05294,-0.27
VISMODEGIB,VANDETANIB,LOXIMVI,DB08828,DB05294,-5.84
VISMODEGIB,VANDETANIB,KM12,DB08828,DB05294,-7.78
VISMODEGIB,VANDETANIB,K562,DB08828,DB05294,-0.67
VISMODEGIB,VANDETANIB,IGROV1,DB08828,DB05294,1.66
VISMODEGIB,VANDETANIB,HT29,DB08828,DB05294,6.42
VISMODEGIB,VANDETANIB,HCT116,DB08828,DB05294,-0.45
VISMODEGIB,VANDETANIB,HCT15,DB08828,DB05294,-3.22
VISMODEGIB,VANDETANIB,DU145,DB08828,DB05294,-4.26
VISMODEGIB,VANDETANIB,COLO205,DB08828,DB05294,9.46
VISMODEGIB,VANDETANIB,ACHN,DB08828,DB05294,-3.48
VISMODEGIB,VANDETANIB,A549,DB08828,DB05294,-2.79
VISMODEGIB,VANDETANIB,A498,DB08828,DB05294,-5.15
VISMODEGIB,VANDETANIB,786O,DB08828,DB05294,0.79
CRIZOTINIB,VANDETANIB,NCIH23,DB08865,DB05294,-3.98
CRIZOTINIB,VANDETANIB,MCF7,DB08865,DB05294,-1.54
CRIZOTINIB,VANDETANIB,MOLT4,DB08865,DB05294,6.15
CRIZOTINIB,VANDETANIB,LOXIMVI,DB08865,DB05294,-0.7
CRIZOTINIB,VANDETANIB,MALME3M,DB08865,DB05294,-1.42
CRIZOTINIB,VANDETANIB,K562,DB08865,DB05294,0.07
CRIZOTINIB,VANDETANIB,KM12,DB08865,DB05294,6.61
CRIZOTINIB,VANDETANIB,SF295,DB08865,DB05294,-2.64
CRIZOTINIB,VANDETANIB,OVCAR8,DB08865,DB05294,-1.19
CRIZOTINIB,VANDETANIB,RPMI8226,DB08865,DB05294,5.7
CRIZOTINIB,VANDETANIB,NCIH460,DB08865,DB05294,0.95
CRIZOTINIB,VANDETANIB,OVCAR4,DB08865,DB05294,-2.4
CRIZOTINIB,VANDETANIB,NCIH226,DB08865,DB05294,-0.99
CRIZOTINIB,VANDETANIB,DU145,DB08865,DB05294,-2.97
CRIZOTINIB,VANDETANIB,COLO205,DB08865,DB05294,3.2
CRIZOTINIB,VANDETANIB,A549,DB08865,DB05294,-2.47
CRIZOTINIB,VANDETANIB,ACHN,DB08865,DB05294,-6.93
CRIZOTINIB,VANDETANIB,786O,DB08865,DB05294,-1.59
CRIZOTINIB,VANDETANIB,A498,DB08865,DB05294,-6.15
CRIZOTINIB,VANDETANIB,HT29,DB08865,DB05294,-1.4
CRIZOTINIB,VANDETANIB,IGROV1,DB08865,DB05294,-2.15
CRIZOTINIB,VANDETANIB,HCT116,DB08865,DB05294,-1.18
CRIZOTINIB,VANDETANIB,HCT15,DB08865,DB05294,-1.32
CRIZOTINIB,VANDETANIB,SKMEL2,DB08865,DB05294,0.22
CRIZOTINIB,VANDETANIB,PC3,DB08865,DB05294,-3.3
CRIZOTINIB,VANDETANIB,SKMEL5,DB08865,DB05294,5.89
CRIZOTINIB,VANDETANIB,SKMEL28,DB08865,DB05294,3.83
CRIZOTINIB,VANDETANIB,HS578T,DB08865,DB05294,8.32
CRIZOTINIB,VANDETANIB,U251MG,DB08865,DB05294,0.69
CRIZOTINIB,VANDETANIB,UACC257,DB08865,DB05294,-1.18
CRIZOTINIB,VANDETANIB,SW620,DB08865,DB05294,-3.84
CRIZOTINIB,VANDETANIB,SNB19,DB08865,DB05294,-1.55
CRIZOTINIB,VANDETANIB,SKOV3,DB08865,DB05294,-7.81
CRIZOTINIB,VANDETANIB,NCIH522,DB08865,DB05294,-2.8
CRIZOTINIB,VANDETANIB,UACC62,DB08865,DB05294,-3.02
CRIZOTINIB,VANDETANIB,BT549,DB08865,DB05294,3.81
CRIZOTINIB,VANDETANIB,T47D,DB08865,DB05294,0.65
RUXOLITINIB,VANDETANIB,NCIH226,DB08877,DB05294,-3.17
RUXOLITINIB,VANDETANIB,NCIH460,DB08877,DB05294,-1.05
RUXOLITINIB,VANDETANIB,OVCAR4,DB08877,DB05294,-2.51
RUXOLITINIB,VANDETANIB,OVCAR8,DB08877,DB05294,6.02
RUXOLITINIB,VANDETANIB,RPMI8226,DB08877,DB05294,5.02
RUXOLITINIB,VANDETANIB,SF295,DB08877,DB05294,-1.68
RUXOLITINIB,VANDETANIB,K562,DB08877,DB05294,-0.56
RUXOLITINIB,VANDETANIB,KM12,DB08877,DB05294,2.65
RUXOLITINIB,VANDETANIB,LOXIMVI,DB08877,DB05294,-2.64
RUXOLITINIB,VANDETANIB,MALME3M,DB08877,DB05294,-0.22
RUXOLITINIB,VANDETANIB,MCF7,DB08877,DB05294,-1.54
RUXOLITINIB,VANDETANIB,MOLT4,DB08877,DB05294,-3.53
RUXOLITINIB,VANDETANIB,NCIH23,DB08877,DB05294,-3.97
RUXOLITINIB,VANDETANIB,HCT15,DB08877,DB05294,-1.78
RUXOLITINIB,VANDETANIB,HCT116,DB08877,DB05294,-0.09
RUXOLITINIB,VANDETANIB,HT29,DB08877,DB05294,1.58
RUXOLITINIB,VANDETANIB,IGROV1,DB08877,DB05294,1.46
RUXOLITINIB,VANDETANIB,786O,DB08877,DB05294,-1.03
RUXOLITINIB,VANDETANIB,A498,DB08877,DB05294,-4.8
RUXOLITINIB,VANDETANIB,A549,DB08877,DB05294,-7.87
RUXOLITINIB,VANDETANIB,ACHN,DB08877,DB05294,-6.1
RUXOLITINIB,VANDETANIB,COLO205,DB08877,DB05294,9.08
RUXOLITINIB,VANDETANIB,DU145,DB08877,DB05294,-4.99
RUXOLITINIB,VANDETANIB,HS578T,DB08877,DB05294,7.6
RUXOLITINIB,VANDETANIB,SKMEL28,DB08877,DB05294,4.47
RUXOLITINIB,VANDETANIB,SKMEL5,DB08877,DB05294,12.65
RUXOLITINIB,VANDETANIB,PC3,DB08877,DB05294,-2.33
RUXOLITINIB,VANDETANIB,SKMEL2,DB08877,DB05294,4.21
RUXOLITINIB,VANDETANIB,T47D,DB08877,DB05294,0.66
RUXOLITINIB,VANDETANIB,BT549,DB08877,DB05294,4.91
RUXOLITINIB,VANDETANIB,NCIH522,DB08877,DB05294,-5.17
RUXOLITINIB,VANDETANIB,UACC62,DB08877,DB05294,4.86
RUXOLITINIB,VANDETANIB,SKOV3,DB08877,DB05294,-5.27
RUXOLITINIB,VANDETANIB,SNB19,DB08877,DB05294,0.38
RUXOLITINIB,VANDETANIB,SW620,DB08877,DB05294,-1.8
RUXOLITINIB,VANDETANIB,U251MG,DB08877,DB05294,-1.68
RUXOLITINIB,VANDETANIB,UACC257,DB08877,DB05294,0.08
PEMETREXED,IXABEPILONE,A498,DB00642,DB04845,-4.63
PEMETREXED,IXABEPILONE,786O,DB00642,DB04845,1.47
PEMETREXED,IXABEPILONE,ACHN,DB00642,DB04845,-5.12
PEMETREXED,IXABEPILONE,A549,DB00642,DB04845,-10.55
PEMETREXED,IXABEPILONE,COLO205,DB00642,DB04845,-2.27
PEMETREXED,IXABEPILONE,DU145,DB00642,DB04845,1.05
PEMETREXED,IXABEPILONE,HCT15,DB00642,DB04845,0.9
PEMETREXED,IXABEPILONE,HCT116,DB00642,DB04845,3.3
PEMETREXED,IXABEPILONE,IGROV1,DB00642,DB04845,-5.96
PEMETREXED,IXABEPILONE,HT29,DB00642,DB04845,0.6
PEMETREXED,IXABEPILONE,KM12,DB00642,DB04845,-7.6
PEMETREXED,IXABEPILONE,K562,DB00642,DB04845,-4.22
PEMETREXED,IXABEPILONE,MALME3M,DB00642,DB04845,3.8
PEMETREXED,IXABEPILONE,LOXIMVI,DB00642,DB04845,3.46
PEMETREXED,IXABEPILONE,MOLT4,DB00642,DB04845,0.34
PEMETREXED,IXABEPILONE,MCF7,DB00642,DB04845,0.81
PEMETREXED,IXABEPILONE,NCIH23,DB00642,DB04845,-0.12
PEMETREXED,IXABEPILONE,NCIH226,DB00642,DB04845,-0.95
PEMETREXED,IXABEPILONE,OVCAR4,DB00642,DB04845,-1.35
PEMETREXED,IXABEPILONE,NCIH460,DB00642,DB04845,3.19
PEMETREXED,IXABEPILONE,RPMI8226,DB00642,DB04845,3.85
PEMETREXED,IXABEPILONE,OVCAR8,DB00642,DB04845,-3.23
PEMETREXED,IXABEPILONE,SF295,DB00642,DB04845,3.93
PEMETREXED,IXABEPILONE,SKOV3,DB00642,DB04845,2.58
PEMETREXED,IXABEPILONE,SNB19,DB00642,DB04845,2.96
PEMETREXED,IXABEPILONE,SW620,DB00642,DB04845,1.06
PEMETREXED,IXABEPILONE,UACC257,DB00642,DB04845,-3.08
PEMETREXED,IXABEPILONE,U251MG,DB00642,DB04845,-1.37
PEMETREXED,IXABEPILONE,T47D,DB00642,DB04845,-1.12
PEMETREXED,IXABEPILONE,BT549,DB00642,DB04845,-6.91
PEMETREXED,IXABEPILONE,UACC62,DB00642,DB04845,-5.13
PEMETREXED,IXABEPILONE,NCIH522,DB00642,DB04845,-10.35
PEMETREXED,IXABEPILONE,SKMEL5,DB00642,DB04845,-2.67
PEMETREXED,IXABEPILONE,PC3,DB00642,DB04845,7.38
PEMETREXED,IXABEPILONE,HS578T,DB00642,DB04845,-4.09
PEMETREXED,IXABEPILONE,SKMEL28,DB00642,DB04845,11.92
GEFITINIB,IXABEPILONE,NCIH23,DB00317,DB04845,-4.72
GEFITINIB,IXABEPILONE,MOLT4,DB00317,DB04845,-3.24
GEFITINIB,IXABEPILONE,MCF7,DB00317,DB04845,-1.51
GEFITINIB,IXABEPILONE,MALME3M,DB00317,DB04845,2.39
GEFITINIB,IXABEPILONE,LOXIMVI,DB00317,DB04845,-2.56
GEFITINIB,IXABEPILONE,KM12,DB00317,DB04845,-2.1
GEFITINIB,IXABEPILONE,K562,DB00317,DB04845,-1.89
GEFITINIB,IXABEPILONE,SF295,DB00317,DB04845,-2.83
GEFITINIB,IXABEPILONE,RPMI8226,DB00317,DB04845,6.44
GEFITINIB,IXABEPILONE,OVCAR8,DB00317,DB04845,-8.03
GEFITINIB,IXABEPILONE,OVCAR4,DB00317,DB04845,-1.17
GEFITINIB,IXABEPILONE,NCIH460,DB00317,DB04845,-6.09
GEFITINIB,IXABEPILONE,NCIH226,DB00317,DB04845,-3.29
GEFITINIB,IXABEPILONE,DU145,DB00317,DB04845,4.66
GEFITINIB,IXABEPILONE,COLO205,DB00317,DB04845,3.84
GEFITINIB,IXABEPILONE,ACHN,DB00317,DB04845,2.9
GEFITINIB,IXABEPILONE,A549,DB00317,DB04845,-2.61
GEFITINIB,IXABEPILONE,A498,DB00317,DB04845,-0.9
GEFITINIB,IXABEPILONE,786O,DB00317,DB04845,-1.09
GEFITINIB,IXABEPILONE,IGROV1,DB00317,DB04845,-2.03
GEFITINIB,IXABEPILONE,HT29,DB00317,DB04845,-6.67
GEFITINIB,IXABEPILONE,HCT116,DB00317,DB04845,-4.82
GEFITINIB,IXABEPILONE,HCT15,DB00317,DB04845,0.18
GEFITINIB,IXABEPILONE,SKMEL2,DB00317,DB04845,-5.16
GEFITINIB,IXABEPILONE,PC3,DB00317,DB04845,-5.68
GEFITINIB,IXABEPILONE,SKMEL5,DB00317,DB04845,-1.5
GEFITINIB,IXABEPILONE,SKMEL28,DB00317,DB04845,1.29
GEFITINIB,IXABEPILONE,HS578T,DB00317,DB04845,-2.13
GEFITINIB,IXABEPILONE,UACC257,DB00317,DB04845,-5.25
GEFITINIB,IXABEPILONE,U251MG,DB00317,DB04845,-5.22
GEFITINIB,IXABEPILONE,SW620,DB00317,DB04845,-2.09
GEFITINIB,IXABEPILONE,SNB19,DB00317,DB04845,-3.17
GEFITINIB,IXABEPILONE,SKOV3,DB00317,DB04845,-8.76
GEFITINIB,IXABEPILONE,UACC62,DB00317,DB04845,-2.41
GEFITINIB,IXABEPILONE,NCIH522,DB00317,DB04845,0.41
GEFITINIB,IXABEPILONE,BT549,DB00317,DB04845,-6.73
GEFITINIB,IXABEPILONE,T47D,DB00317,DB04845,-3.45
DAUNORUBICIN,MEGESTROL ACETATE,SKMEL5,DB00694,DB00351,3.78
DAUNORUBICIN,MEGESTROL ACETATE,PC3,DB00694,DB00351,4.97
DAUNORUBICIN,MEGESTROL ACETATE,SKMEL2,DB00694,DB00351,18.18
DAUNORUBICIN,MEGESTROL ACETATE,HS578T,DB00694,DB00351,15.26
DAUNORUBICIN,MEGESTROL ACETATE,SKMEL28,DB00694,DB00351,1.72
DAUNORUBICIN,MEGESTROL ACETATE,SKOV3,DB00694,DB00351,11.26
DAUNORUBICIN,MEGESTROL ACETATE,SNB19,DB00694,DB00351,18.21
DAUNORUBICIN,MEGESTROL ACETATE,SW620,DB00694,DB00351,2.19
DAUNORUBICIN,MEGESTROL ACETATE,UACC257,DB00694,DB00351,4.58
DAUNORUBICIN,MEGESTROL ACETATE,U251MG,DB00694,DB00351,4.15
DAUNORUBICIN,MEGESTROL ACETATE,T47D,DB00694,DB00351,0.31
DAUNORUBICIN,MEGESTROL ACETATE,BT549,DB00694,DB00351,3.76
DAUNORUBICIN,MEGESTROL ACETATE,UACC62,DB00694,DB00351,-1.41
DAUNORUBICIN,MEGESTROL ACETATE,NCIH522,DB00694,DB00351,2.62
DAUNORUBICIN,MEGESTROL ACETATE,KM12,DB00694,DB00351,9.13
DAUNORUBICIN,MEGESTROL ACETATE,K562,DB00694,DB00351,10.32
DAUNORUBICIN,MEGESTROL ACETATE,MALME3M,DB00694,DB00351,5.5
DAUNORUBICIN,MEGESTROL ACETATE,LOXIMVI,DB00694,DB00351,18.52
DAUNORUBICIN,MEGESTROL ACETATE,MOLT4,DB00694,DB00351,20.8
DAUNORUBICIN,MEGESTROL ACETATE,MCF7,DB00694,DB00351,0.17
DAUNORUBICIN,MEGESTROL ACETATE,NCIH23,DB00694,DB00351,5.1
DAUNORUBICIN,MEGESTROL ACETATE,NCIH226,DB00694,DB00351,11
DAUNORUBICIN,MEGESTROL ACETATE,OVCAR4,DB00694,DB00351,-2.1
DAUNORUBICIN,MEGESTROL ACETATE,NCIH460,DB00694,DB00351,14.6
DAUNORUBICIN,MEGESTROL ACETATE,RPMI8226,DB00694,DB00351,13.56
DAUNORUBICIN,MEGESTROL ACETATE,OVCAR8,DB00694,DB00351,6.25
DAUNORUBICIN,MEGESTROL ACETATE,SF295,DB00694,DB00351,12.67
DAUNORUBICIN,MEGESTROL ACETATE,A498,DB00694,DB00351,-1.72
DAUNORUBICIN,MEGESTROL ACETATE,786O,DB00694,DB00351,11.61
DAUNORUBICIN,MEGESTROL ACETATE,ACHN,DB00694,DB00351,18.45
DAUNORUBICIN,MEGESTROL ACETATE,A549,DB00694,DB00351,9.64
DAUNORUBICIN,MEGESTROL ACETATE,COLO205,DB00694,DB00351,9.72
DAUNORUBICIN,MEGESTROL ACETATE,HCT15,DB00694,DB00351,10.62
DAUNORUBICIN,MEGESTROL ACETATE,HCT116,DB00694,DB00351,7.67
DAUNORUBICIN,MEGESTROL ACETATE,IGROV1,DB00694,DB00351,0.68
DAUNORUBICIN,MEGESTROL ACETATE,HT29,DB00694,DB00351,3.37
CABAZITAXEL,IXABEPILONE,HT29,DB06772,DB04845,2.17
CABAZITAXEL,IXABEPILONE,IGROV1,DB06772,DB04845,3.05
CABAZITAXEL,IXABEPILONE,HCT116,DB06772,DB04845,3.76
CABAZITAXEL,IXABEPILONE,HCT15,DB06772,DB04845,0.71
CABAZITAXEL,IXABEPILONE,DU145,DB06772,DB04845,0.35
CABAZITAXEL,IXABEPILONE,COLO205,DB06772,DB04845,1.47
CABAZITAXEL,IXABEPILONE,A549,DB06772,DB04845,8.34
CABAZITAXEL,IXABEPILONE,ACHN,DB06772,DB04845,2.54
CABAZITAXEL,IXABEPILONE,786O,DB06772,DB04845,5.51
CABAZITAXEL,IXABEPILONE,A498,DB06772,DB04845,-0.17
CABAZITAXEL,IXABEPILONE,SF295,DB06772,DB04845,-0.19
CABAZITAXEL,IXABEPILONE,OVCAR8,DB06772,DB04845,4.24
CABAZITAXEL,IXABEPILONE,RPMI8226,DB06772,DB04845,-1.1
CABAZITAXEL,IXABEPILONE,NCIH460,DB06772,DB04845,-3.62
CABAZITAXEL,IXABEPILONE,OVCAR4,DB06772,DB04845,-7.39
CABAZITAXEL,IXABEPILONE,NCIH226,DB06772,DB04845,9.44
CABAZITAXEL,IXABEPILONE,NCIH23,DB06772,DB04845,15.45
CABAZITAXEL,IXABEPILONE,MCF7,DB06772,DB04845,-0.29
CABAZITAXEL,IXABEPILONE,MOLT4,DB06772,DB04845,-5.54
CABAZITAXEL,IXABEPILONE,LOXIMVI,DB06772,DB04845,6.34
CABAZITAXEL,IXABEPILONE,MALME3M,DB06772,DB04845,4.97
CABAZITAXEL,IXABEPILONE,K562,DB06772,DB04845,9.47
CABAZITAXEL,IXABEPILONE,KM12,DB06772,DB04845,2.59
CABAZITAXEL,IXABEPILONE,NCIH522,DB06772,DB04845,-4.46
CABAZITAXEL,IXABEPILONE,UACC62,DB06772,DB04845,-0.9
CABAZITAXEL,IXABEPILONE,BT549,DB06772,DB04845,4.75
CABAZITAXEL,IXABEPILONE,T47D,DB06772,DB04845,4.43
CABAZITAXEL,IXABEPILONE,U251MG,DB06772,DB04845,1.24
CABAZITAXEL,IXABEPILONE,UACC257,DB06772,DB04845,-0.78
CABAZITAXEL,IXABEPILONE,SW620,DB06772,DB04845,19.46
CABAZITAXEL,IXABEPILONE,SNB19,DB06772,DB04845,2.69
CABAZITAXEL,IXABEPILONE,SKOV3,DB06772,DB04845,2.93
CABAZITAXEL,IXABEPILONE,SKMEL28,DB06772,DB04845,1.37
CABAZITAXEL,IXABEPILONE,HS578T,DB06772,DB04845,3.05
CABAZITAXEL,IXABEPILONE,SKMEL2,DB06772,DB04845,2.9
CABAZITAXEL,IXABEPILONE,PC3,DB06772,DB04845,-5.9
CABAZITAXEL,IXABEPILONE,SKMEL5,DB06772,DB04845,1.18
VANDETANIB,IXABEPILONE,T47D,DB05294,DB04845,-1.51
VANDETANIB,IXABEPILONE,BT549,DB05294,DB04845,2.37
VANDETANIB,IXABEPILONE,NCIH522,DB05294,DB04845,-6.98
VANDETANIB,IXABEPILONE,UACC62,DB05294,DB04845,-3.36
VANDETANIB,IXABEPILONE,SKOV3,DB05294,DB04845,-7.9
VANDETANIB,IXABEPILONE,SNB19,DB05294,DB04845,-0.07
VANDETANIB,IXABEPILONE,SW620,DB05294,DB04845,5.37
VANDETANIB,IXABEPILONE,U251MG,DB05294,DB04845,-1.85
VANDETANIB,IXABEPILONE,UACC257,DB05294,DB04845,-1.17
VANDETANIB,IXABEPILONE,HS578T,DB05294,DB04845,5.35
VANDETANIB,IXABEPILONE,SKMEL28,DB05294,DB04845,2.92
VANDETANIB,IXABEPILONE,SKMEL5,DB05294,DB04845,2.76
VANDETANIB,IXABEPILONE,PC3,DB05294,DB04845,-3.18
VANDETANIB,IXABEPILONE,SKMEL2,DB05294,DB04845,0.45
VANDETANIB,IXABEPILONE,HCT15,DB05294,DB04845,-3.33
VANDETANIB,IXABEPILONE,HCT116,DB05294,DB04845,2.56
VANDETANIB,IXABEPILONE,HT29,DB05294,DB04845,1.44
VANDETANIB,IXABEPILONE,IGROV1,DB05294,DB04845,-1.32
VANDETANIB,IXABEPILONE,786O,DB05294,DB04845,1.76
VANDETANIB,IXABEPILONE,A498,DB05294,DB04845,-3.59
VANDETANIB,IXABEPILONE,A549,DB05294,DB04845,-0.54
VANDETANIB,IXABEPILONE,ACHN,DB05294,DB04845,-5.74
VANDETANIB,IXABEPILONE,COLO205,DB05294,DB04845,4.23
VANDETANIB,IXABEPILONE,DU145,DB05294,DB04845,-4.02
VANDETANIB,IXABEPILONE,NCIH226,DB05294,DB04845,-2.99
VANDETANIB,IXABEPILONE,NCIH460,DB05294,DB04845,-1.11
VANDETANIB,IXABEPILONE,OVCAR4,DB05294,DB04845,-1.2
VANDETANIB,IXABEPILONE,OVCAR8,DB05294,DB04845,-1.6
VANDETANIB,IXABEPILONE,RPMI8226,DB05294,DB04845,2.82
VANDETANIB,IXABEPILONE,SF295,DB05294,DB04845,-2.2
VANDETANIB,IXABEPILONE,K562,DB05294,DB04845,-0.48
VANDETANIB,IXABEPILONE,KM12,DB05294,DB04845,-0.72
VANDETANIB,IXABEPILONE,LOXIMVI,DB05294,DB04845,-3.4
VANDETANIB,IXABEPILONE,MALME3M,DB05294,DB04845,-0.69
VANDETANIB,IXABEPILONE,MCF7,DB05294,DB04845,-0.63
VANDETANIB,IXABEPILONE,MOLT4,DB05294,DB04845,-3.9
VANDETANIB,IXABEPILONE,NCIH23,DB05294,DB04845,-1.48
CRIZOTINIB,IXABEPILONE,KM12,DB08865,DB04845,0.57
CRIZOTINIB,IXABEPILONE,K562,DB08865,DB04845,2.4
CRIZOTINIB,IXABEPILONE,MALME3M,DB08865,DB04845,-0.3
CRIZOTINIB,IXABEPILONE,LOXIMVI,DB08865,DB04845,-0.09
CRIZOTINIB,IXABEPILONE,MOLT4,DB08865,DB04845,-0.6
CRIZOTINIB,IXABEPILONE,MCF7,DB08865,DB04845,2.7
CRIZOTINIB,IXABEPILONE,NCIH23,DB08865,DB04845,-3.7
CRIZOTINIB,IXABEPILONE,NCIH226,DB08865,DB04845,-1.85
CRIZOTINIB,IXABEPILONE,OVCAR4,DB08865,DB04845,0.65
CRIZOTINIB,IXABEPILONE,NCIH460,DB08865,DB04845,-0.22
CRIZOTINIB,IXABEPILONE,RPMI8226,DB08865,DB04845,6.03
CRIZOTINIB,IXABEPILONE,OVCAR8,DB08865,DB04845,-0.23
CRIZOTINIB,IXABEPILONE,SF295,DB08865,DB04845,-5.27
CRIZOTINIB,IXABEPILONE,A498,DB08865,DB04845,0.68
CRIZOTINIB,IXABEPILONE,786O,DB08865,DB04845,-0.41
CRIZOTINIB,IXABEPILONE,ACHN,DB08865,DB04845,-0.5
CRIZOTINIB,IXABEPILONE,A549,DB08865,DB04845,-0.68
CRIZOTINIB,IXABEPILONE,COLO205,DB08865,DB04845,-2.03
CRIZOTINIB,IXABEPILONE,DU145,DB08865,DB04845,0.73
CRIZOTINIB,IXABEPILONE,HCT15,DB08865,DB04845,0.18
CRIZOTINIB,IXABEPILONE,HCT116,DB08865,DB04845,-2.55
CRIZOTINIB,IXABEPILONE,IGROV1,DB08865,DB04845,0.12
CRIZOTINIB,IXABEPILONE,HT29,DB08865,DB04845,0.68
CRIZOTINIB,IXABEPILONE,SKMEL5,DB08865,DB04845,2.8
CRIZOTINIB,IXABEPILONE,PC3,DB08865,DB04845,-2.25
CRIZOTINIB,IXABEPILONE,SKMEL2,DB08865,DB04845,-0.46
CRIZOTINIB,IXABEPILONE,HS578T,DB08865,DB04845,7.51
CRIZOTINIB,IXABEPILONE,SKMEL28,DB08865,DB04845,3.59
CRIZOTINIB,IXABEPILONE,SKOV3,DB08865,DB04845,-2.11
CRIZOTINIB,IXABEPILONE,SNB19,DB08865,DB04845,-1.55
CRIZOTINIB,IXABEPILONE,SW620,DB08865,DB04845,2
CRIZOTINIB,IXABEPILONE,UACC257,DB08865,DB04845,0.48
CRIZOTINIB,IXABEPILONE,U251MG,DB08865,DB04845,-0.96
CRIZOTINIB,IXABEPILONE,T47D,DB08865,DB04845,1.94
CRIZOTINIB,IXABEPILONE,BT549,DB08865,DB04845,1.35
CRIZOTINIB,IXABEPILONE,UACC62,DB08865,DB04845,-2.39
CRIZOTINIB,IXABEPILONE,NCIH522,DB08865,DB04845,-1.54
VISMODEGIB,IXABEPILONE,COLO205,DB08828,DB04845,3.52
VISMODEGIB,IXABEPILONE,DU145,DB08828,DB04845,1.11
VISMODEGIB,IXABEPILONE,786O,DB08828,DB04845,-1.44
VISMODEGIB,IXABEPILONE,A498,DB08828,DB04845,-0.98
VISMODEGIB,IXABEPILONE,A549,DB08828,DB04845,1.19
VISMODEGIB,IXABEPILONE,ACHN,DB08828,DB04845,6.37
VISMODEGIB,IXABEPILONE,HT29,DB08828,DB04845,2.77
VISMODEGIB,IXABEPILONE,IGROV1,DB08828,DB04845,0.33
VISMODEGIB,IXABEPILONE,HCT15,DB08828,DB04845,0.2
VISMODEGIB,IXABEPILONE,HCT116,DB08828,DB04845,1.66
VISMODEGIB,IXABEPILONE,MCF7,DB08828,DB04845,2.68
VISMODEGIB,IXABEPILONE,MOLT4,DB08828,DB04845,-2.19
VISMODEGIB,IXABEPILONE,NCIH23,DB08828,DB04845,-0.89
VISMODEGIB,IXABEPILONE,K562,DB08828,DB04845,-1.92
VISMODEGIB,IXABEPILONE,KM12,DB08828,DB04845,-0.05
VISMODEGIB,IXABEPILONE,LOXIMVI,DB08828,DB04845,-0.82
VISMODEGIB,IXABEPILONE,MALME3M,DB08828,DB04845,0.14
VISMODEGIB,IXABEPILONE,OVCAR8,DB08828,DB04845,-0.74
VISMODEGIB,IXABEPILONE,RPMI8226,DB08828,DB04845,7.75
VISMODEGIB,IXABEPILONE,SF295,DB08828,DB04845,-0.29
VISMODEGIB,IXABEPILONE,NCIH226,DB08828,DB04845,0.28
VISMODEGIB,IXABEPILONE,NCIH460,DB08828,DB04845,-0.53
VISMODEGIB,IXABEPILONE,OVCAR4,DB08828,DB04845,-0.39
VISMODEGIB,IXABEPILONE,SW620,DB08828,DB04845,6.18
VISMODEGIB,IXABEPILONE,U251MG,DB08828,DB04845,-2.8
VISMODEGIB,IXABEPILONE,UACC257,DB08828,DB04845,0.62
VISMODEGIB,IXABEPILONE,SKOV3,DB08828,DB04845,-1.64
VISMODEGIB,IXABEPILONE,SNB19,DB08828,DB04845,-0.24
VISMODEGIB,IXABEPILONE,NCIH522,DB08828,DB04845,-2.38
VISMODEGIB,IXABEPILONE,UACC62,DB08828,DB04845,1.94
VISMODEGIB,IXABEPILONE,T47D,DB08828,DB04845,-1.55
VISMODEGIB,IXABEPILONE,BT549,DB08828,DB04845,1.22
VISMODEGIB,IXABEPILONE,SKMEL2,DB08828,DB04845,1.94
VISMODEGIB,IXABEPILONE,SKMEL5,DB08828,DB04845,5.82
VISMODEGIB,IXABEPILONE,PC3,DB08828,DB04845,0.13
